#VALUE!,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,        Year
334,01-11-2023,CUST334,Male,31,Electronics,3,300,900,2023
335,04-02-2023,CUST335,Female,47,Beauty,4,30,120,2023
336,12-12-2023,CUST336,Female,52,Beauty,3,50,150,2023
337,01-05-2023,CUST337,Male,38,Clothing,1,500,500,2023
338,26-07-2023,CUST338,Male,54,Beauty,2,50,100,2023
339,03-03-2023,CUST339,Female,22,Electronics,2,25,50,2023
340,19-10-2023,CUST340,Female,36,Clothing,4,300,1200,2023
341,07-05-2023,CUST341,Male,31,Clothing,4,50,200,2023
342,24-10-2023,CUST342,Female,43,Clothing,4,500,2000,2023
343,01-11-2023,CUST343,Male,21,Electronics,2,25,50,2023
344,21-01-2023,CUST344,Female,42,Beauty,1,30,30,2023
345,14-11-2023,CUST345,Male,62,Electronics,1,30,30,2023
346,11-02-2023,CUST346,Male,59,Clothing,2,500,1000,2023
347,03-08-2023,CUST347,Male,42,Electronics,1,25,25,2023
348,03-12-2023,CUST348,Female,35,Electronics,2,300,600,2023
349,26-10-2023,CUST349,Female,57,Beauty,1,50,50,2023
350,17-10-2023,CUST350,Male,25,Beauty,3,25,75,2023
351,25-09-2023,CUST351,Female,56,Clothing,3,30,90,2023
352,11-06-2023,CUST352,Male,57,Electronics,2,500,1000,2023
353,14-05-2023,CUST353,Male,31,Electronics,1,500,500,2023
354,15-04-2023,CUST354,Female,49,Beauty,4,50,200,2023
355,09-12-2023,CUST355,Female,55,Electronics,1,500,500,2023
356,10-06-2023,CUST356,Male,50,Electronics,3,500,1500,2023
357,03-05-2023,CUST357,Female,40,Electronics,3,25,75,2023
358,16-05-2023,CUST358,Female,32,Beauty,1,300,300,2023
359,22-07-2023,CUST359,Male,50,Clothing,1,50,50,2023
360,09-03-2023,CUST360,Male,42,Clothing,4,25,100,2023
361,10-12-2023,CUST361,Female,34,Electronics,4,300,1200,2023
362,27-11-2023,CUST362,Male,50,Clothing,1,25,25,2023
363,03-06-2023,CUST363,Male,64,Beauty,1,25,25,2023
364,23-08-2023,CUST364,Female,19,Beauty,1,500,500,2023
365,11-06-2023,CUST365,Male,31,Clothing,1,300,300,2023
366,07-02-2023,CUST366,Male,57,Clothing,2,50,100,2023
367,05-01-2023,CUST367,Female,57,Electronics,1,50,50,2023
368,23-08-2023,CUST368,Female,56,Clothing,4,300,1200,2023
369,15-11-2023,CUST369,Male,23,Electronics,3,500,1500,2023
370,16-10-2023,CUST370,Male,23,Electronics,2,30,60,2023
371,21-02-2023,CUST371,Female,20,Beauty,1,25,25,2023
372,07-02-2023,CUST372,Female,24,Beauty,3,500,1500,2023
373,03-10-2023,CUST373,Female,25,Beauty,2,300,600,2023
374,20-04-2023,CUST374,Female,59,Beauty,3,25,75,2023
375,17-09-2023,CUST375,Male,32,Clothing,1,50,50,2023
376,16-05-2023,CUST376,Female,64,Beauty,1,30,30,2023
377,09-03-2023,CUST377,Female,46,Clothing,4,50,200,2023
378,28-06-2023,CUST378,Male,50,Beauty,1,300,300,2023
379,05-02-2023,CUST379,Female,47,Clothing,1,25,25,2023
380,06-05-2023,CUST380,Male,56,Electronics,2,300,600,2023
381,09-07-2023,CUST381,Female,44,Clothing,4,25,100,2023
382,26-05-2023,CUST382,Female,53,Clothing,2,500,1000,2023
383,22-03-2023,CUST383,Female,46,Beauty,3,30,90,2023
384,13-08-2023,CUST384,Male,55,Clothing,1,500,500,2023
385,06-10-2023,CUST385,Male,50,Electronics,3,500,1500,2023
386,27-12-2023,CUST386,Female,54,Electronics,2,300,600,2023
387,04-06-2023,CUST387,Male,44,Beauty,1,30,30,2023
388,10-11-2023,CUST388,Male,50,Electronics,1,25,25,2023
389,01-12-2023,CUST389,Male,21,Clothing,2,25,50,2023
390,28-09-2023,CUST390,Male,39,Electronics,2,50,100,2023
391,05-01-2023,CUST391,Male,19,Beauty,2,25,50,2023
392,08-12-2023,CUST392,Male,27,Clothing,2,300,600,2023
393,11-10-2023,CUST393,Female,22,Beauty,2,500,1000,2023
394,03-06-2023,CUST394,Female,27,Clothing,1,500,500,2023
395,06-12-2023,CUST395,Male,50,Electronics,2,500,1000,2023
396,23-02-2023,CUST396,Female,55,Beauty,1,30,30,2023
397,10-03-2023,CUST397,Female,30,Beauty,1,25,25,2023
398,16-05-2023,CUST398,Female,48,Clothing,2,300,600,2023
399,01-03-2023,CUST399,Female,64,Beauty,2,30,60,2023
400,24-02-2023,CUST400,Male,53,Clothing,4,50,200,2023
401,11-10-2023,CUST401,Female,62,Clothing,1,300,300,2023
402,21-03-2023,CUST402,Female,41,Clothing,2,300,600,2023
403,20-05-2023,CUST403,Male,32,Clothing,2,300,600,2023
404,25-05-2023,CUST404,Male,46,Electronics,2,500,1000,2023
405,06-11-2023,CUST405,Female,25,Clothing,4,300,1200,2023
406,18-04-2023,CUST406,Female,22,Beauty,4,25,100,2023
407,25-06-2023,CUST407,Female,46,Electronics,3,300,900,2023
408,15-04-2023,CUST408,Female,64,Beauty,1,500,500,2023
409,18-12-2023,CUST409,Female,21,Electronics,3,300,900,2023
410,21-11-2023,CUST410,Female,29,Clothing,2,50,100,2023
411,16-05-2023,CUST411,Male,62,Electronics,4,50,200,2023
412,16-09-2023,CUST412,Female,19,Electronics,4,500,2000,2023
413,08-09-2023,CUST413,Female,44,Beauty,3,25,75,2023
414,09-05-2023,CUST414,Male,48,Beauty,4,25,100,2023
415,27-01-2023,CUST415,Male,53,Clothing,2,30,60,2023
416,17-02-2023,CUST416,Male,53,Electronics,4,500,2000,2023
417,21-11-2023,CUST417,Male,43,Electronics,3,300,900,2023
418,05-08-2023,CUST418,Female,60,Electronics,2,500,1000,2023
419,22-05-2023,CUST419,Female,44,Clothing,3,30,90,2023
420,23-01-2023,CUST420,Female,22,Clothing,4,500,2000,2023
421,02-01-2023,CUST421,Female,37,Clothing,3,500,1500,2023
422,20-06-2023,CUST422,Female,28,Clothing,3,30,90,2023
423,08-03-2023,CUST423,Female,27,Clothing,1,25,25,2023
424,23-11-2023,CUST424,Male,57,Beauty,4,300,1200,2023
425,15-05-2023,CUST425,Female,55,Electronics,4,30,120,2023
426,24-03-2023,CUST426,Male,23,Electronics,3,50,150,2023
427,15-08-2023,CUST427,Male,25,Electronics,1,25,25,2023
428,10-10-2023,CUST428,Female,40,Electronics,4,50,200,2023
429,28-12-2023,CUST429,Male,64,Electronics,2,25,50,2023
430,07-08-2023,CUST430,Female,43,Electronics,3,300,900,2023
431,15-10-2023,CUST431,Male,63,Electronics,4,300,1200,2023
432,05-01-2023,CUST432,Female,60,Electronics,2,500,1000,2023
433,27-02-2023,CUST433,Male,29,Beauty,4,50,200,2023
434,08-02-2023,CUST434,Female,43,Electronics,2,25,50,2023
435,20-12-2023,CUST435,Female,30,Beauty,3,300,900,2023
436,18-03-2023,CUST436,Female,57,Clothing,4,30,120,2023
437,07-10-2023,CUST437,Female,35,Electronics,4,300,1200,2023
438,19-01-2023,CUST438,Female,42,Clothing,1,30,30,2023
439,09-07-2023,CUST439,Male,50,Clothing,3,25,75,2023
440,26-10-2023,CUST440,Male,64,Clothing,2,300,600,2023
441,10-10-2023,CUST441,Male,57,Beauty,4,300,1200,2023
442,17-03-2023,CUST442,Female,60,Clothing,4,25,100,2023
443,09-08-2023,CUST443,Male,29,Clothing,2,300,600,2023
444,07-03-2023,CUST444,Female,61,Clothing,3,30,90,2023
445,22-01-2023,CUST445,Female,53,Electronics,1,300,300,2023
446,07-06-2023,CUST446,Male,21,Electronics,1,50,50,2023
447,06-07-2023,CUST447,Male,22,Beauty,4,500,2000,2023
448,21-01-2023,CUST448,Female,54,Beauty,2,30,60,2023
449,03-07-2023,CUST449,Male,25,Electronics,4,50,200,2023
450,18-04-2023,CUST450,Female,59,Beauty,2,25,50,2023
451,16-12-2023,CUST451,Female,45,Electronics,1,30,30,2023
452,08-05-2023,CUST452,Female,48,Clothing,3,500,1500,2023
453,08-12-2023,CUST453,Female,26,Clothing,2,500,1000,2023
454,22-02-2023,CUST454,Female,46,Beauty,1,25,25,2023
455,01-07-2023,CUST455,Male,31,Electronics,4,25,100,2023
456,14-10-2023,CUST456,Male,57,Electronics,2,30,60,2023
457,28-07-2023,CUST457,Female,58,Beauty,3,300,900,2023
458,14-11-2023,CUST458,Female,39,Electronics,4,25,100,2023
459,21-03-2023,CUST459,Male,28,Clothing,4,300,1200,2023
460,02-05-2023,CUST460,Male,40,Beauty,1,50,50,2023
461,25-03-2023,CUST461,Female,18,Beauty,2,500,1000,2023
462,01-04-2023,CUST462,Male,63,Electronics,4,300,1200,2023
463,31-07-2023,CUST463,Female,54,Beauty,3,500,1500,2023
464,13-01-2023,CUST464,Male,38,Electronics,2,300,600,2023
465,02-04-2023,CUST465,Female,43,Electronics,3,50,150,2023
466,20-06-2023,CUST466,Male,63,Electronics,4,25,100,2023
467,30-07-2023,CUST467,Female,53,Electronics,3,50,150,2023
468,09-12-2023,CUST468,Male,40,Electronics,1,25,25,2023
469,08-05-2023,CUST469,Male,18,Beauty,3,25,75,2023
470,17-05-2023,CUST470,Female,57,Clothing,2,500,1000,2023
471,23-03-2023,CUST471,Male,32,Clothing,3,50,150,2023
472,26-12-2023,CUST472,Female,38,Beauty,3,300,900,2023
473,25-02-2023,CUST473,Male,64,Beauty,1,50,50,2023
474,15-07-2023,CUST474,Female,26,Clothing,3,500,1500,2023
475,20-01-2023,CUST475,Male,26,Clothing,3,25,75,2023
476,29-08-2023,CUST476,Female,27,Clothing,4,500,2000,2023
477,24-04-2023,CUST477,Male,43,Clothing,4,30,120,2023
478,13-04-2023,CUST478,Female,58,Clothing,2,30,60,2023
479,24-08-2023,CUST479,Male,52,Electronics,4,300,1200,2023
480,29-06-2023,CUST480,Female,42,Beauty,4,500,2000,2023
481,06-06-2023,CUST481,Female,43,Electronics,4,300,1200,2023
482,27-04-2023,CUST482,Female,28,Clothing,4,300,1200,2023
483,25-04-2023,CUST483,Male,55,Clothing,1,30,30,2023
484,13-01-2023,CUST484,Female,19,Clothing,4,300,1200,2023
485,04-12-2023,CUST485,Male,24,Electronics,1,30,30,2023
486,09-04-2023,CUST486,Female,35,Electronics,1,25,25,2023
487,24-07-2023,CUST487,Male,44,Clothing,4,500,2000,2023
488,18-06-2023,CUST488,Female,51,Electronics,3,300,900,2023
489,23-05-2023,CUST489,Male,44,Electronics,1,30,30,2023
490,05-02-2023,CUST490,Male,34,Clothing,3,50,150,2023
491,23-05-2023,CUST491,Female,60,Electronics,3,300,900,2023
492,29-06-2023,CUST492,Male,61,Beauty,4,25,100,2023
493,25-11-2023,CUST493,Male,41,Beauty,2,25,50,2023
494,18-09-2023,CUST494,Female,42,Beauty,4,50,200,2023
495,24-07-2023,CUST495,Male,24,Beauty,2,30,60,2023
496,14-12-2023,CUST496,Male,23,Clothing,2,300,600,2023
497,02-10-2023,CUST497,Male,41,Clothing,4,30,120,2023
498,19-06-2023,CUST498,Female,50,Clothing,4,25,100,2023
499,15-01-2023,CUST499,Male,46,Beauty,2,30,60,2023
500,01-03-2023,CUST500,Female,60,Beauty,4,25,100,2023
501,14-05-2023,CUST501,Male,39,Electronics,2,30,60,2023
502,02-04-2023,CUST502,Male,43,Electronics,3,50,150,2023
503,25-10-2023,CUST503,Male,45,Beauty,4,500,2000,2023
504,16-05-2023,CUST504,Female,38,Beauty,3,50,150,2023
505,20-01-2023,CUST505,Male,24,Beauty,1,50,50,2023
506,25-02-2023,CUST506,Male,34,Beauty,3,500,1500,2023
507,02-11-2023,CUST507,Female,37,Electronics,3,500,1500,2023
508,11-08-2023,CUST508,Male,58,Beauty,2,300,600,2023
509,26-06-2023,CUST509,Female,37,Electronics,3,300,900,2023
510,10-06-2023,CUST510,Female,39,Beauty,4,50,200,2023
511,12-08-2023,CUST511,Male,45,Beauty,2,50,100,2023
512,07-11-2023,CUST512,Female,57,Beauty,1,25,25,2023
513,19-09-2023,CUST513,Male,24,Electronics,4,25,100,2023
514,01-03-2023,CUST514,Female,18,Electronics,1,300,300,2023
515,17-07-2023,CUST515,Female,49,Clothing,3,300,900,2023
516,23-10-2023,CUST516,Male,30,Beauty,4,25,100,2023
517,08-04-2023,CUST517,Female,47,Clothing,4,25,100,2023
518,11-05-2023,CUST518,Female,40,Clothing,1,30,30,2023
519,23-01-2023,CUST519,Female,36,Electronics,4,30,120,2023
520,29-12-2023,CUST520,Female,49,Electronics,4,25,100,2023
521,12-08-2023,CUST521,Female,47,Clothing,4,30,120,2023
522,01-01-2023,CUST522,Male,46,Beauty,3,500,1500,2023
523,24-09-2023,CUST523,Female,62,Electronics,1,300,300,2023
524,03-10-2023,CUST524,Male,46,Beauty,4,300,1200,2023
525,18-12-2023,CUST525,Female,47,Beauty,2,25,50,2023
526,10-12-2023,CUST526,Male,33,Clothing,2,50,100,2023
527,11-04-2023,CUST527,Male,57,Clothing,2,25,50,2023
528,06-07-2023,CUST528,Female,36,Clothing,2,30,60,2023
529,09-08-2023,CUST529,Female,35,Clothing,3,50,150,2023
530,05-02-2023,CUST530,Female,18,Electronics,4,30,120,2023
531,07-12-2023,CUST531,Male,31,Electronics,1,500,500,2023
532,19-06-2023,CUST532,Female,64,Clothing,4,30,120,2023
533,16-11-2023,CUST533,Male,19,Electronics,3,500,1500,2023
534,10-06-2023,CUST534,Male,45,Clothing,2,500,1000,2023
535,06-12-2023,CUST535,Male,47,Beauty,3,30,90,2023
536,05-03-2023,CUST536,Female,55,Beauty,4,30,120,2023
537,03-06-2023,CUST537,Female,21,Beauty,1,500,500,2023
538,17-09-2023,CUST538,Male,18,Clothing,3,50,150,2023
539,08-06-2023,CUST539,Male,25,Beauty,1,500,500,2023
540,08-12-2023,CUST540,Female,46,Electronics,3,300,900,2023
541,29-07-2023,CUST541,Male,56,Beauty,1,500,500,2023
542,17-06-2023,CUST542,Female,20,Beauty,1,50,50,2023
543,26-07-2023,CUST543,Male,49,Beauty,2,300,600,2023
544,23-12-2023,CUST544,Female,27,Electronics,1,25,25,2023
545,01-06-2023,CUST545,Male,27,Clothing,2,25,50,2023
546,11-10-2023,CUST546,Female,36,Electronics,4,50,200,2023
547,07-03-2023,CUST547,Male,63,Clothing,4,500,2000,2023
548,09-04-2023,CUST548,Female,51,Clothing,2,30,60,2023
549,04-08-2023,CUST549,Female,50,Beauty,2,50,100,2023
550,07-12-2023,CUST550,Male,40,Clothing,3,300,900,2023
551,14-07-2023,CUST551,Male,45,Electronics,3,300,900,2023
552,13-12-2023,CUST552,Female,49,Electronics,3,25,75,2023
553,31-03-2023,CUST553,Male,24,Clothing,4,300,1200,2023
554,12-11-2023,CUST554,Female,46,Beauty,3,50,150,2023
555,19-10-2023,CUST555,Male,25,Beauty,1,300,300,2023
556,04-06-2023,CUST556,Female,18,Electronics,1,50,50,2023
557,27-07-2023,CUST557,Female,20,Beauty,3,30,90,2023
558,08-10-2023,CUST558,Female,41,Clothing,1,25,25,2023
559,01-01-2023,CUST559,Female,40,Clothing,4,300,1200,2023
560,05-06-2023,CUST560,Female,25,Electronics,1,50,50,2023
561,27-05-2023,CUST561,Female,64,Clothing,4,500,2000,2023
562,18-04-2023,CUST562,Male,54,Electronics,2,25,50,2023
563,09-08-2023,CUST563,Male,20,Clothing,2,30,60,2023
564,24-10-2023,CUST564,Male,50,Electronics,2,50,100,2023
565,07-11-2023,CUST565,Female,45,Beauty,2,30,60,2023
566,02-12-2023,CUST566,Female,64,Clothing,1,30,30,2023
567,14-06-2023,CUST567,Female,25,Clothing,3,300,900,2023
568,27-08-2023,CUST568,Female,51,Electronics,1,300,300,2023
569,15-08-2023,CUST569,Male,52,Electronics,4,50,200,2023
570,15-08-2023,CUST570,Male,49,Clothing,1,500,500,2023
571,12-12-2023,CUST571,Female,41,Electronics,1,50,50,2023
572,20-04-2023,CUST572,Male,31,Clothing,4,500,2000,2023
573,19-09-2023,CUST573,Male,49,Beauty,2,30,60,2023
574,31-08-2023,CUST574,Female,63,Electronics,2,25,50,2023
575,28-03-2023,CUST575,Male,60,Clothing,2,50,100,2023
576,04-12-2023,CUST576,Female,33,Beauty,3,50,150,2023
577,13-02-2023,CUST577,Male,21,Beauty,4,500,2000,2023
578,26-05-2023,CUST578,Female,54,Clothing,4,30,120,2023
579,21-09-2023,CUST579,Female,38,Electronics,1,30,30,2023
580,06-12-2023,CUST580,Female,31,Clothing,3,500,1500,2023
581,21-11-2023,CUST581,Female,48,Beauty,2,30,60,2023
582,14-11-2023,CUST582,Male,35,Clothing,3,300,900,2023
583,21-06-2023,CUST583,Female,24,Electronics,4,25,100,2023
584,17-02-2023,CUST584,Female,27,Beauty,4,50,200,2023
585,01-05-2023,CUST585,Female,24,Clothing,1,25,25,2023
586,11-12-2023,CUST586,Male,50,Electronics,1,50,50,2023
587,08-06-2023,CUST587,Female,40,Beauty,4,300,1200,2023
588,26-04-2023,CUST588,Male,38,Electronics,2,30,60,2023
589,12-04-2023,CUST589,Female,36,Beauty,2,500,1000,2023
590,17-03-2023,CUST590,Male,36,Clothing,3,300,900,2023
591,13-01-2023,CUST591,Male,53,Electronics,4,25,100,2023
592,24-01-2023,CUST592,Female,46,Beauty,4,500,2000,2023
593,06-05-2023,CUST593,Male,35,Electronics,2,30,60,2023
594,01-09-2023,CUST594,Female,19,Electronics,2,300,600,2023
595,09-11-2023,CUST595,Female,18,Clothing,4,500,2000,2023
596,07-02-2023,CUST596,Female,64,Electronics,1,300,300,2023
597,22-08-2023,CUST597,Male,22,Beauty,4,300,1200,2023
598,01-08-2023,CUST598,Male,37,Beauty,4,30,120,2023
599,19-11-2023,CUST599,Female,28,Beauty,2,50,100,2023
600,22-10-2023,CUST600,Female,59,Beauty,2,500,1000,2023
601,10-04-2023,CUST601,Male,19,Clothing,1,30,30,2023
602,23-12-2023,CUST602,Female,20,Electronics,1,300,300,2023
603,16-07-2023,CUST603,Female,40,Clothing,3,30,90,2023
604,11-09-2023,CUST604,Female,29,Electronics,4,50,200,2023
605,24-07-2023,CUST605,Male,37,Electronics,2,500,1000,2023
606,05-05-2023,CUST606,Male,22,Electronics,1,50,50,2023
607,17-03-2023,CUST607,Male,54,Clothing,3,25,75,2023
608,02-12-2023,CUST608,Female,55,Electronics,3,500,1500,2023
609,19-12-2023,CUST609,Female,47,Clothing,2,50,100,2023
610,03-01-2023,CUST610,Female,26,Beauty,2,300,600,2023
611,24-02-2023,CUST611,Male,51,Beauty,3,500,1500,2023
612,06-08-2023,CUST612,Female,61,Electronics,1,500,500,2023
613,23-04-2023,CUST613,Female,52,Clothing,3,30,90,2023
614,01-04-2023,CUST614,Female,39,Beauty,4,300,1200,2023
615,23-12-2023,CUST615,Female,61,Clothing,4,25,100,2023
616,23-09-2023,CUST616,Male,41,Clothing,2,50,100,2023
617,26-08-2023,CUST617,Male,34,Electronics,1,30,30,2023
618,26-01-2023,CUST618,Female,27,Beauty,1,50,50,2023
619,13-10-2023,CUST619,Male,47,Electronics,4,25,100,2023
620,08-05-2023,CUST620,Male,63,Electronics,3,25,75,2023
621,04-03-2023,CUST621,Female,40,Beauty,2,500,1000,2023
622,22-08-2023,CUST622,Female,49,Beauty,3,25,75,2023
623,10-03-2023,CUST623,Male,34,Clothing,3,50,150,2023
624,26-08-2023,CUST624,Female,34,Beauty,3,300,900,2023
625,08-12-2023,CUST625,Male,31,Clothing,1,300,300,2023
626,29-09-2023,CUST626,Female,26,Clothing,4,500,2000,2023
627,14-10-2023,CUST627,Male,57,Clothing,1,50,50,2023
628,01-11-2023,CUST628,Female,19,Beauty,4,50,200,2023
629,12-06-2023,CUST629,Male,62,Electronics,2,25,50,2023
630,15-08-2023,CUST630,Male,42,Clothing,2,50,100,2023
631,10-11-2023,CUST631,Male,56,Electronics,3,30,90,2023
632,16-09-2023,CUST632,Female,26,Electronics,4,25,100,2023
633,07-08-2023,CUST633,Male,39,Beauty,4,30,120,2023
634,08-10-2023,CUST634,Male,60,Electronics,4,500,2000,2023
635,17-08-2023,CUST635,Female,63,Electronics,3,300,900,2023
636,23-03-2023,CUST636,Female,21,Beauty,3,500,1500,2023
637,01-09-2023,CUST637,Male,43,Clothing,2,300,600,2023
638,19-08-2023,CUST638,Male,46,Electronics,1,500,500,2023
639,13-05-2023,CUST639,Female,62,Beauty,4,50,200,2023
640,07-05-2023,CUST640,Female,51,Electronics,4,30,120,2023
641,23-11-2023,CUST641,Female,40,Electronics,1,300,300,2023
642,22-05-2023,CUST642,Female,54,Clothing,4,25,100,2023
643,24-09-2023,CUST643,Female,28,Electronics,3,30,90,2023
644,06-09-2023,CUST644,Male,23,Beauty,3,25,75,2023
645,17-11-2023,CUST645,Female,35,Electronics,4,30,120,2023
646,03-05-2023,CUST646,Male,38,Clothing,3,30,90,2023
647,21-05-2023,CUST647,Male,59,Clothing,3,500,1500,2023
648,14-08-2023,CUST648,Male,53,Beauty,4,300,1200,2023
649,09-02-2023,CUST649,Female,58,Clothing,2,300,600,2023
650,01-01-2024,CUST650,Male,55,Electronics,1,30,30,2024
651,27-05-2023,CUST651,Male,51,Clothing,3,50,150,2023
652,01-05-2023,CUST652,Female,34,Beauty,2,50,100,2023
653,20-05-2023,CUST653,Male,54,Clothing,3,25,75,2023
654,21-06-2023,CUST654,Male,42,Clothing,3,25,75,2023
655,13-06-2023,CUST655,Female,55,Clothing,1,500,500,2023
656,04-10-2023,CUST656,Male,29,Beauty,3,30,90,2023
657,11-02-2023,CUST657,Male,40,Clothing,1,25,25,2023
658,12-03-2023,CUST658,Male,59,Clothing,1,25,25,2023
659,19-03-2023,CUST659,Female,39,Electronics,1,30,30,2023
660,29-04-2023,CUST660,Female,38,Beauty,2,500,1000,2023
661,16-07-2023,CUST661,Female,44,Clothing,4,25,100,2023
662,22-12-2023,CUST662,Male,48,Beauty,2,500,1000,2023
663,20-03-2023,CUST663,Male,23,Clothing,4,300,1200,2023
664,28-12-2023,CUST664,Female,44,Clothing,4,500,2000,2023
665,20-04-2023,CUST665,Male,57,Clothing,1,50,50,2023
666,02-02-2023,CUST666,Male,51,Electronics,3,50,150,2023
